relation_id,source_candidate_id,target_candidate_id,relation_type,relation_class,anchor_relation,evidence_basis,confidence,provenance_note
FT-REL-5A902FB7317637,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1938-03,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9989656250CC76,FT-SEED-R1B-P-1938-02,FT-SEED-R1B-P-1988-30,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F019BCB456D65A,FT-SEED-R1B-P-1938-13,FT-SEED-R1B-P-0607-03,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-018C4AD4B1F10A,FT-SEED-R1B-P-1938-13,FT-SEED-R1B-P-0607-04,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-53681B38ED9365,FT-SEED-R1B-P-1938-13,FT-SEED-R1B-P-1988-06,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-47D53A55B49568,FT-SEED-R1B-P-1938-13,FT-SEED-R1B-P-2015-03,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8A44665505E473,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-0607-05,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BAB1E439ED473F,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-1988-03,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B9C69C4837700E,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-12,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-14AEF4493E67B0,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-26,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-738C9AD14443F5,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-27,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C66CA2BC181895,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-30,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-903451B581BF23,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-1988-19,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A2AA5930F65BA3,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-1988-21,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5DDB4F4129E744,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-2022-28,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9F2A09A5C9CD70,FT-SEED-R1B-P-1938-18,FT-SEED-R1B-P-1938-26,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3ED7203125FFA8,FT-SEED-R1B-P-1938-18,FT-SEED-R1B-P-1988-29,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-AC0AEEAC53C6BA,FT-SEED-R1B-P-1938-18,FT-SEED-R1B-P-2015-30,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9E67FCF53C63E1,FT-SEED-R1B-P-1938-18,FT-SEED-R1B-P-2022-11,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F44E15BC98BEE9,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1938-20,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D5BECB28A94180,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1938-21,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6F4726104286FB,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1938-23,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-975ECFA2A55864,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1938-25,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-323452533DEDD8,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1988-07,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5E14AB31362CEE,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1988-08,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-7448822939B3B9,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-1988-10,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-84585E6B145F4A,FT-SEED-R1B-P-1938-19,FT-SEED-R1B-P-2022-22,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F45D61405A35BE,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-0607-11,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-996A848CD06F08,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-1988-28,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-95D2B5F16A2D05,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-2022-02,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-360C5E85BA103F,FT-SEED-R1B-P-1988-17,FT-SEED-R1B-P-0607-01,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C716FA0E42FDA3,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-07,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3EDA9089172CF6,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-17,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A4DAA45B46EFB4,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-21,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3747BB34D81095,FT-SEED-R1B-P-1988-27,FT-SEED-R1B-P-0607-09,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A2AEE3E5ADC5D3,FT-SEED-R1B-P-1988-27,FT-SEED-R1B-P-2015-10,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3CA9780EDEBA9A,FT-SEED-R1B-P-2015-12,FT-SEED-R1B-P-2015-13,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-87C9D9AD0055E9,FT-SEED-R1B-P-2015-14,FT-SEED-R1B-P-2015-20,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D3D43F7C621B78,FT-SEED-R1B-P-2015-25,FT-SEED-R1B-P-2015-26,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-748C268ECBF785,FT-SEED-R1B-P-2015-25,FT-SEED-R1B-P-2022-03,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-051585B060DD73,FT-SEED-R1B-P-2015-25,FT-SEED-R1B-P-2022-04,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-98F2AA1A473879,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-08,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A9D659883F9DA9,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-09,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-E05325711D3A52,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-10,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A2E809D7C952EB,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-12,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6667DCF4438CEA,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-13,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D2BE6615C30DB3,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-14,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2ECB5B34EE434A,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-20,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8F759A6626BEA6,FT-SEED-R1B-P-2022-07,FT-SEED-R1B-P-2022-21,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-CBFB81A8AC5CD1,FT-SEED-R1B-P-2022-15,FT-SEED-R1B-P-2022-25,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-7043D034698D3E,FT-SEED-R1B-P-2022-18,FT-SEED-R1B-P-2022-19,SAME_CANONICAL_CONCEPT,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Canonical concept equality in candidate ledger,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-64BA69AC591FD4,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-0607-22,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-12D070A9E8B55F,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-0607-23,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-78445D1F546611,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-2015-25,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8FA74F30730166,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-2015-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-53CAE3E0CEEC77,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-2022-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-7B2F45A11DC05F,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-2022-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-061BAA10E107CB,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-0607-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-129DC14C8110C1,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-0607-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3A027F208EB99A,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-FD6539F3B18BA1,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1F6BBC6AF5F976,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B850A2680706A8,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-05,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5FD6F8DA4C87A6,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-06,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8EC1E809ADB646,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BCF8359036F96C,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-47F79FDC10CAC0,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-E840D28B5AEF72,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2D1BD01E568A64,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1A7D631DC5B902,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1842-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-84D09C5F212286,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2A87D2ED674B5F,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BFE3A70FBBF3A2,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-51E28C4458E836,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-EDF46094C75BF0,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-FF5CE51ECF8F62,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-16,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-08F08B4839F3B7,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1938-22,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-38C2A89FB570B3,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1988-06,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4BF550A92FB913,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-1988-14,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-093810C903195A,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-2015-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-EDC200C59DC959,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-2015-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5FD6BFEE007654,FT-SEED-R1B-P-1842-01,FT-SEED-R1B-P-2015-05,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-56B02B9ADB0AE7,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-0607-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-609C4F3CD6D515,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-0607-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-409A9BE195E4BB,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-0607-14,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4A2718E3A5CAAC,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-0607-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-DCCD41A08D4546,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-0607-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B778ED5AFB4A70,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1842-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6E8B05A19211F6,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1842-14,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F475892D95134B,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1842-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BCCB40C5419857,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-08D09A4674EAD5,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-05,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3E560C1B746E96,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-06,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
