query_id,research_version_id,lexical_form_id,concept_id,concept_label,family_id,family_code,primary_layer_code,anchor_id,anchor_label,strict_start_year,strict_end_year,contextual_start_year,contextual_end_year,surface_form,normalized_form,query_type,query_classification,interpretation_class,ngram_compatibility_status,ngram_execution_eligible,ngram_compatibility_reason,case_policy,hyphenation_policy,orthographic_policy,ocr_policy,production_allowed,ambiguity_risk,precision_risk,recall_risk,retrieval_smoothing,expected_voice_code,source_strata,review_priority,minimum_context,exclusions_note,valid_match_pattern,invalid_match_pattern,reconstructed,provenance_status,source_report,source_page,source_seed_candidate_id,provenance_note
FT-Q-V01-035,fear-temperature-quant-v0.1-provisional,FT-LF-Q-84EE320D3762,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,local / instrumental temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,average rate,average rate,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-15,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-036,fear-temperature-quant-v0.1-provisional,FT-LF-Q-B36050736DBB,FT-C-MEAN_TEMPERATURE,mean temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,small increases in mean temperature,small increases in mean temperature,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S1938-WIRED-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-16,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-037,fear-temperature-quant-v0.1-provisional,FT-LF-Q-4F3171858F9C,FT-C-INSTITUTIONAL_CLIMATE_THREAT,institutional climate threat,FT-F11,danger_threat,D,FT-A1938,1938,1938,1938,1936,1940,deadly glaciers,deadly glaciers,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-WIRED-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-17,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-038,fear-temperature-quant-v0.1-provisional,FT-LF-Q-FC02D9651D12,FT-C-PERSONAL_CONCERN,personal concern,FT-F06,concern_alarm,C,FT-A1938,1938,1938,1938,1936,1940,rather a coincidence,rather a coincidence,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-SHI-RECEPTION,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-18,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-039,fear-temperature-quant-v0.1-provisional,FT-LF-Q-C7437EC1957C,FT-C-HEATWAVE_WEATHER_EVENT,heatwave / weather event,FT-F02,heat,A,FT-A1938,1938,1938,1938,1936,1940,Hottest Day for Ten Years,hottest day for ten years,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V3,S1938-COURIER,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-19,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-040,fear-temperature-quant-v0.1-provisional,FT-LF-Q-8D94BCBD47A7,FT-C-HEATWAVE_WEATHER_EVENT,heatwave / weather event,FT-F02,heat,A,FT-A1938,1938,1938,1938,1936,1940,Heat Wave Over Queensland,heat wave over queensland,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V3,S1938-COURIER,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-20,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-041,fear-temperature-quant-v0.1-provisional,FT-LF-GREENHOUSE_EFFECT,FT-C-GREENHOUSE_MECHANISM,greenhouse mechanism,FT-F05,carbon_greenhouse,B,FT-A1988,1988,1988,1988,1986,1990,greenhouse effect,greenhouse effect,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-01,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-042,fear-temperature-quant-v0.1-provisional,FT-LF-GLOBAL_WARMING,FT-C-GLOBAL_WARMING_ISSUE_LABEL,global warming as issue label,FT-F03,warming,A,FT-A1988,1988,1988,1988,1986,1990,global warming,global warming,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-02,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-043,fear-temperature-quant-v0.1-provisional,FT-LF-Q-465F2891AA3A,FT-C-TEMPERATURE_INCREASE,temperature increase,FT-F03,warming,A,FT-A1988,1988,1988,1988,1986,1990,earth is warmer,earth is warmer,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-03,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-044,fear-temperature-quant-v0.1-provisional,FT-LF-Q-483DD5637788,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1988,1988,1988,1988,1986,1990,instrumental measurements,instrumental measurements,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-04,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-045,fear-temperature-quant-v0.1-provisional,FT-LF-Q-EFDB35169612,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,B,FT-A1988,1988,1988,1988,1986,1990,cause-and-effect relationship,cause-and-effect relationship,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,HIGH,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-05,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-046,fear-temperature-quant-v0.1-provisional,FT-LF-Q-BEB7DF6DD8B2,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,global aggregate temperature,FT-F01,temperature_threshold,A,FT-A1988,1988,1988,1988,1986,1990,global temperature,global temperature,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-06,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-047,fear-temperature-quant-v0.1-provisional,FT-LF-Q-BA26E96606CA,FT-C-HEATWAVE_WEATHER_EVENT,heatwave / weather event,FT-F02,heat,A,FT-A1988,1988,1988,1988,1986,1990,regional heat waves,regional heat waves,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-07,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-048,fear-temperature-quant-v0.1-provisional,FT-LF-HEAT_WAVE,FT-C-HEATWAVE_WEATHER_EVENT,heatwave / weather event,FT-F02,heat,A,FT-A1988,1988,1988,1988,1986,1990,heat wave,heat wave,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-08,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-049,fear-temperature-quant-v0.1-provisional,FT-LF-Q-CAAED8C4EB8D,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A1988,1988,1988,1988,1986,1990,drought,drought,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,MEDIUM,LOW,0,V1,S1988-HANSEN,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-09,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-050,fear-temperature-quant-v0.1-provisional,FT-LF-Q-D65DF35EA069,FT-C-HEATWAVE_WEATHER_EVENT,heatwave / weather event,FT-F02,heat,D,FT-A1988,1988,1988,1988,1986,1990,heat wave/drought occurrences,heat wave/drought occurrences,EXACT_PHRASE,EXECUTABLE_CORPUS_ONLY,CONTEXT_REQUIRED,STRUCTURALLY_UNSUPPORTED,False,Slash construction is not a defensible isolated Ngram phrase.,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,HIGH,HIGH,0,V1,S1988-HANSEN,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-10,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-051,fear-temperature-quant-v0.1-provisional,FT-LF-Q-7C209F863FA4,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A1988,1988,1988,1988,1986,1990,extreme events,extreme events,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-11,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-052,fear-temperature-quant-v0.1-provisional,FT-LF-Q-372075C1CEE4,FT-C-CLIMATE_SYSTEM,climate system,FT-F04,climate,B,FT-A1988,1988,1988,1988,1986,1990,global climate models,global climate models,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-12,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-053,fear-temperature-quant-v0.1-provisional,FT-LF-Q-71FFD1E98C28,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1988,1988,1988,1988,1986,1990,global observations,global observations,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-13,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-054,fear-temperature-quant-v0.1-provisional,FT-LF-Q-D7C73CC693A5,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,local / instrumental temperature,FT-F01,temperature_threshold,A,FT-A1988,1988,1988,1988,1986,1990,warm air,warm air,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1988-HANSEN,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-14,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-055,fear-temperature-quant-v0.1-provisional,FT-LF-CHANGING_ATMOSPHERE,FT-C-CHANGING_ATMOSPHERE,changing atmosphere,FT-F04,climate,B,FT-A1988,1988,1988,1988,1986,1990,changing atmosphere,changing atmosphere,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-15,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-056,fear-temperature-quant-v0.1-provisional,FT-LF-GLOBAL_SECURITY,FT-C-GLOBAL_SECURITY_FRAME,global security frame,FT-F11,danger_threat,D,FT-A1988,1988,1988,1988,1986,1990,global security,global security,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-16,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
